GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
ENSG00000125650,19,6375159,6379069,18,3,65967,-0.51612,0.69711
ENSG00000125651,19,6379580,6393992,40,5,65967,0.06055,0.47586
ENSG00000088247,19,6413359,6424805,6,1,65967,-0.23395,0.59249
ENSG00000125648,19,6436090,6465214,7,1,65967,1.1113,0.13322
ENSG00000205744,19,6467218,6482568,1,1,65967,0.12844,0.4489
ENSG00000125657,19,6531010,6535931,2,1,65967,-0.29839,0.6173
ENSG00000125726,19,6583194,6604114,27,3,65967,-0.79826,0.78764
ENSG00000125735,19,6663148,6670599,5,2,65967,1.3018,0.096486
ENSG00000125730,19,6677715,6730573,125,14,65967,0.78347,0.21668
ENSG00000125733,19,6737936,6751537,5,2,65967,1.4068,0.079741
ENSG00000125731,19,6752171,6767599,38,4,65967,0.071018,0.47169
ENSG00000141968,19,6772725,6857377,106,6,65967,-0.47297,0.68188
ENSG00000174837,19,6887577,6940470,230,17,65967,0.8393,0.20065
ENSG00000130544,19,7069455,7087979,41,6,65967,0.91731,0.17949
ENSG00000171105,19,7112266,7294045,399,34,65967,0.90502,0.18273
ENSG00000263264,19,7413848,7448271,88,6,65967,0.39548,0.34624
ENSG00000268861,19,7445850,7535131,320,13,65967,-0.94824,0.8285
ENSG00000104880,19,7459999,7537363,298,11,65967,-0.95659,0.83061
ENSG00000104883,19,7541761,7562335,24,2,65967,-1.3732,0.91516
ENSG00000267952,19,7571938,7584508,5,1,65967,0.48778,0.31285
ENSG00000198816,19,7580178,7585912,3,1,65967,0.52158,0.30098
ENSG00000032444,19,7598890,7626650,68,7,65967,0.33975,0.36702
ENSG00000076826,19,7660788,7683190,30,5,65967,0.90067,0.18388
ENSG00000076924,19,7684411,7694451,25,3,65967,0.10713,0.45734
ENSG00000229833,19,7694623,7696842,4,1,65967,1.5964,0.055204
ENSG00000268400,19,7694682,7707934,30,1,65967,1.4904,0.068055
ENSG00000174788,19,7696497,7698634,7,1,65967,1.5263,0.063463
ENSG00000076944,19,7701767,7712759,13,2,65967,1.5323,0.062729
ENSG00000104921,19,7753644,7767032,10,1,65967,-1.4433,0.92553
ENSG00000182566,19,7793843,7798792,15,4,65967,2.2965,0.010825
ENSG00000090659,19,7804879,7812464,11,2,65967,-0.3697,0.6442
ENSG00000104938,19,7828035,7834491,26,5,65967,-0.29274,0.61514
ENSG00000142459,19,7895119,7929862,72,9,65967,-0.31312,0.6229
ENSG00000183248,19,7933605,7939326,9,3,65967,-0.11151,0.54439
ENSG00000171017,19,7953390,7966901,13,3,65967,1.0364,0.15002
ENSG00000214248,19,7963689,7968427,1,1,65967,1.8439,0.0326
ENSG00000076984,19,7968728,7979363,1,1,65967,1.5699,0.05822
ENSG00000104980,19,7991603,8008805,47,4,65967,1.2103,0.11308
ENSG00000066044,19,8023463,8070543,68,6,65967,1.2799,0.1003
ENSG00000131142,19,8117651,8127534,20,5,65967,-0.31877,0.62505
ENSG00000142449,19,8130286,8214730,249,23,65967,-1.6947,0.95493
ENSG00000090661,19,8271620,8327305,42,8,65967,-0.89264,0.81398
ENSG00000167775,19,8367011,8373240,26,1,65967,-1.2482,0.89402
ENSG00000167774,19,8373167,8386263,30,3,65967,-0.69225,0.75561
ENSG00000267855,19,8373490,8386280,29,3,65967,-0.68161,0.75226
ENSG00000233927,19,8386042,8388224,7,3,65967,-0.57543,0.7175
ENSG00000186994,19,8387468,8408146,78,7,65967,1.2026,0.11457
ENSG00000167772,19,8428173,8439257,13,3,65967,-0.40616,0.65769
ENSG00000185236,19,8454865,8469318,37,5,65967,-0.20753,0.5822
ENSG00000099785,19,8478154,8503901,49,10,65967,1.1153,0.13236
ENSG00000099783,19,8509651,8553998,92,11,65967,0.060863,0.47573
ENSG00000133246,19,8554940,8567996,16,3,65967,0.31085,0.37796
ENSG00000133250,19,8575462,8579048,15,2,65967,-0.061265,0.52443
ENSG00000142347,19,8585674,8642461,44,7,65967,0.59502,0.27591
ENSG00000142303,19,8645126,8675620,5,2,65967,-0.030028,0.51198
ENSG00000181786,19,8807751,8809172,4,2,65967,1.2971,0.097298
ENSG00000181733,19,8841316,8842371,1,1,65967,-0.24404,0.5964
ENSG00000167785,19,8920380,8943004,51,6,65967,0.18866,0.42518
ENSG00000170948,19,8943074,8954016,15,4,65967,-0.41561,0.66115
ENSG00000181143,19,8959520,9092018,363,26,65967,0.90038,0.18396
ENSG00000170929,19,9203855,9204889,1,1,65967,1.3846,0.08309
ENSG00000170923,19,9212945,9213982,4,1,65967,0.55579,0.28918
ENSG00000161807,19,9225274,9226439,5,2,65967,-0.7906,0.78541
ENSG00000170920,19,9236688,9237626,3,1,65967,-1.5753,0.9424
ENSG00000130803,19,9251056,9274100,83,7,65967,0.17568,0.43027
ENSG00000188000,19,9296279,9299493,3,1,65967,0.19284,0.42354
ENSG00000174667,19,9324526,9325542,3,1,65967,0.27616,0.39121
ENSG00000237521,19,9361606,9362820,3,1,65967,-0.22808,0.59021
ENSG00000196110,19,9404951,9420514,23,3,65967,0.027202,0.48915
ENSG00000188321,19,9434448,9461838,45,3,65967,-0.59614,0.72446
ENSG00000270011,19,9434850,9493293,97,4,65967,-0.61574,0.73097
ENSG00000188629,19,9435021,9493293,96,4,65967,-0.61505,0.73074
ENSG00000174652,19,9523272,9546254,67,2,65967,-1.0182,0.84571
ENSG00000198028,19,9577183,9609283,84,3,65967,1.3929,0.081826
ENSG00000130818,19,9638667,9649303,15,1,65967,1.3388,0.090324
ENSG00000197961,19,9671029,9695209,42,2,65967,1.2599,0.10385
ENSG00000171469,19,9715356,9732075,29,3,65967,-0.01664,0.50664
ENSG00000267106,19,9731967,9756572,31,3,65967,-0.043768,0.51746
ENSG00000171466,19,9759330,9785776,43,4,65967,-0.10619,0.54229
ENSG00000224689,19,9800600,9811452,34,3,65967,-0.51262,0.69589
ENSG00000196605,19,9862669,9903856,60,5,65967,-0.35208,0.63761
ENSG00000127452,19,9920943,9938492,16,2,65967,-0.22059,0.58729
ENSG00000198258,19,9938568,9940791,1,1,65967,0.098167,0.4609
ENSG00000127445,19,9945933,9960358,17,3,65967,0.34691,0.36433
ENSG00000105088,19,9964394,10047228,136,13,65967,0.84025,0.20038
ENSG00000080573,19,10070237,10121147,131,14,65967,-0.48177,0.68502
ENSG00000080511,19,10123925,10132955,18,2,65967,-0.1839,0.57295
ENSG00000243207,19,10216899,10225456,15,3,65967,-0.52309,0.69954
ENSG00000130810,19,10216965,10225414,15,3,65967,-0.52309,0.69954
ENSG00000244165,19,10222214,10226048,9,2,65967,-0.66728,0.7477
ENSG00000130811,19,10225693,10230596,7,2,65967,-0.27701,0.60911
ENSG00000130816,19,10244021,10341962,137,13,65967,0.45524,0.32447
ENSG00000267534,19,10334520,10341948,11,3,65967,0.30586,0.37986
ENSG00000105364,19,10362577,10370721,12,3,65967,-0.77498,0.78083
ENSG00000090339,19,10381511,10397291,4,1,65967,1.7263,0.04215
ENSG00000105376,19,10400657,10407454,10,1,65967,0.79833,0.21234
ENSG00000220201,19,10415479,10420556,5,2,65967,0.37258,0.35473
ENSG00000167807,19,10416103,10426685,27,5,65967,0.19111,0.42422
ENSG00000267673,19,10416103,10426691,27,5,65967,0.19111,0.42422
ENSG00000267303,19,10426147,10431354,13,4,65967,0.58201,0.28028
ENSG00000161847,19,10426888,10444316,42,7,65967,0.97806,0.16402
ENSG00000076662,19,10444452,10450499,23,3,65967,1.2622,0.10345
ENSG00000105397,19,10461209,10491352,64,10,65967,0.74155,0.22918
ENSG00000105401,19,10501810,10530797,44,5,65967,0.065585,0.47385
ENSG00000065989,19,10527449,10580305,69,7,65967,0.26816,0.39429
ENSG00000079999,19,10596796,10614417,27,3,65967,1.6902,0.04549
ENSG00000130734,19,10654571,10664094,22,6,65967,0.41119,0.34047
ENSG00000129347,19,10663761,10676713,44,6,65967,0.88646,0.18768
ENSG00000129355,19,10677138,10679735,4,1,65967,1.3926,0.081864
ENSG00000129354,19,10683347,10697991,60,6,65967,1.254,0.10493
ENSG00000129353,19,10713133,10755235,70,5,65967,0.2413,0.40466
ENSG00000129351,19,10764937,10803093,33,2,65967,0.38374,0.35059
ENSG00000213339,19,10812106,10824113,20,4,65967,0.45477,0.32464
ENSG00000079805,19,10828755,10944164,232,22,65967,2.0648,0.019473
ENSG00000099203,19,10943114,10946994,3,2,65967,2.1634,0.015255
ENSG00000214212,19,10947251,10980466,37,6,65967,1.0774,0.14064
ENSG00000142453,19,10982189,11033453,56,6,65967,0.73319,0.23172
ENSG00000130733,19,11033444,11039357,1,1,65967,-2.4838,0.9935
ENSG00000142444,19,11039409,11044211,9,2,65967,-0.2078,0.58231
ENSG00000127616,19,11071598,11176071,217,18,65967,-0.23396,0.59249
ENSG00000130164,19,11200038,11244492,123,15,65967,-0.86284,0.80589
ENSG00000161888,19,11242196,11266484,87,13,65967,-0.0653,0.52603
ENSG00000197256,19,11274943,11308467,78,6,65967,0.56027,0.28765
ENSG00000130158,19,11309971,11373157,108,13,65967,1.0689,0.14257
ENSG00000130173,19,11348178,11352619,5,2,65967,0.59357,0.2764
ENSG00000130167,19,11406824,11437672,46,5,65967,1.6846,0.046031
ENSG00000105514,19,11432722,11456946,36,1,65967,-0.54035,0.70552
ENSG00000105518,19,11453452,11457194,1,1,65967,-0.14742,0.5586
ENSG00000183401,19,11455360,11465620,12,2,65967,-0.1319,0.55247
ENSG00000105520,19,11466062,11476374,10,3,65967,-1.08,0.85992
ENSG00000205517,19,11495017,11530018,52,2,65967,-1.0802,0.85998
ENSG00000198003,19,11531272,11546603,5,1,65967,-0.094961,0.53783
ENSG00000130175,19,11546109,11561783,12,1,65967,-0.091901,0.53661
ENSG00000196361,19,11562141,11591861,30,6,65967,-1.3328,0.9087
ENSG00000267477,19,11577055,11616513,90,8,65967,-0.57311,0.71671
ENSG00000161914,19,11594242,11616738,65,5,65967,-0.20043,0.57943
ENSG00000130159,19,11616731,11639989,41,5,65967,-1.0962,0.86351
ENSG00000130176,19,11649532,11661138,18,4,65967,-0.81275,0.79182
ENSG00000130165,19,11661962,11670051,13,3,65967,-1.1145,0.86748
ENSG00000198551,19,11670189,11729950,118,11,65967,2.4818,0.006536
ENSG00000102575,19,11685475,11689823,9,3,65967,0.63711,0.26203
ENSG00000197933,19,11832080,11849824,13,2,65967,1.4659,0.071332
ENSG00000197044,19,11877815,11894893,68,4,65967,1.7166,0.043028
ENSG00000177599,19,11908482,11920437,18,3,65967,1.9996,0.022773
ENSG00000171295,19,11925099,11946016,63,2,65967,0.73296,0.23179
ENSG00000171291,19,11959541,11994565,80,8,65967,0.40211,0.3438
ENSG00000198429,19,11998599,12025144,38,3,65967,-0.73647,0.76928
ENSG00000196757,19,12035883,12061588,44,3,65967,1.3951,0.081488
ENSG00000267179,19,12035890,12090105,104,4,65967,1.3111,0.094917
ENSG00000197054,19,12035890,12091196,107,4,65967,1.306,0.095782
ENSG00000197647,19,12125547,12146556,22,2,65967,1.7668,0.03863
ENSG00000257355,19,12128703,12163782,39,2,65967,1.7485,0.040188
ENSG00000257446,19,12154620,12167127,18,2,65967,1.7501,0.040054
ENSG00000223547,19,12175514,12192380,32,2,65967,2.1303,0.016571
ENSG00000188474,19,12203078,12225491,29,3,65967,2.8241,0.0023704
ENSG00000214189,19,12203078,12248050,54,5,65967,2.6199,0.004398
ENSG00000132010,19,12203658,12251222,60,6,65967,2.5558,0.0052974
ENSG00000213297,19,12242932,12267546,27,2,65967,0.48894,0.31244
ENSG00000257591,19,12251032,12267546,17,2,65967,0.61686,0.26866
ENSG00000196646,19,12273879,12300064,24,3,65967,0.56491,0.28607
ENSG00000197857,19,12335501,12405702,127,8,65967,2.7777,0.0027369
ENSG00000188868,19,12428291,12444534,23,1,65967,0.81703,0.20696
ENSG00000198342,19,12460185,12476719,1,1,65967,-0.81233,0.7917
ENSG00000268744,19,12490003,12512088,20,2,65967,0.10366,0.45872
ENSG00000196466,19,12500830,12512085,1,1,65967,-0.46323,0.6784
ENSG00000268870,19,12502763,12551896,210,5,65967,-1.1719,0.87937
ENSG00000180855,19,12540521,12551926,73,4,65967,-1.1029,0.86497
ENSG00000269755,19,12543917,12595630,193,10,65967,-1.1296,0.87068
ENSG00000242852,19,12571998,12624668,148,9,65967,-0.1242,0.54942
ENSG00000196826,19,12572373,12662288,172,12,65967,-0.166,0.56592
ENSG00000249709,19,12636184,12662356,20,4,65967,-0.15006,0.55964
ENSG00000269693,19,12636534,12691789,41,5,65967,-0.70253,0.75882
ENSG00000188033,19,12688775,12750912,70,2,65967,-1.2201,0.88878
ENSG00000173875,19,12721732,12742735,24,2,65967,-1.0721,0.85817
ENSG00000269242,19,12754645,12759211,3,1,65967,-0.2509,0.59905
ENSG00000104774,19,12757325,12777556,14,2,65967,0.21811,0.41367
ENSG00000105576,19,12810008,12834825,2,1,65967,2.6669,0.0038281
ENSG00000095066,19,12873817,12983554,114,8,65967,0.78153,0.21725
ENSG00000167815,19,12907634,12912694,10,2,65967,1.1203,0.1313
ENSG00000104889,19,12917394,12924452,18,2,65967,0.79257,0.21402
ENSG00000132026,19,12936292,12946242,3,1,65967,0.56211,0.28702
ENSG00000105613,19,12944765,12985765,52,3,65967,0.30718,0.37935
ENSG00000105612,19,12986025,12992282,4,1,65967,-0.44124,0.67048
ENSG00000105610,19,12995237,12997995,2,1,65967,1.1239,0.13053
ENSG00000105607,19,13001840,13025021,21,3,65967,0.7204,0.23564
ENSG00000161860,19,13009600,13030090,18,3,65967,0.77339,0.21964
ENSG00000179115,19,13033293,13044851,12,2,65967,0.99678,0.15944
ENSG00000179218,19,13049392,13055303,3,1,65967,-0.33853,0.63252
ENSG00000179262,19,13056669,13064456,5,2,65967,0.68911,0.24538
ENSG00000179284,19,13075973,13085567,1,1,65967,-0.91194,0.8191
ENSG00000008441,19,13106422,13209610,88,6,65967,1.1018,0.13528
ENSG00000104903,19,13209847,13213975,1,1,65967,-0.55134,0.7093
ENSG00000104907,19,13215716,13228381,2,1,65967,2.1583,0.015454
ENSG00000160877,19,13228917,13251955,5,2,65967,3.1357,0.00085736
ENSG00000104915,19,13254872,13261197,2,1,65967,3.0283,0.0012297
ENSG00000160888,19,13261229,13265722,2,1,65967,2.1997,0.013914
ENSG00000141837,19,13317256,13734804,780,83,65967,1.8896,0.029407
ENSG00000104957,19,13842574,13874110,53,5,65967,-1.1977,0.88449
ENSG00000037757,19,13875346,13885096,11,2,65967,1.1236,0.13058
ENSG00000104979,19,13884982,13889276,18,1,65967,0.94178,0.17315
ENSG00000214109,19,13890884,13900972,21,1,65967,0.83844,0.20089
ENSG00000132003,19,13906274,13943044,2,1,65967,1.6849,0.046002
ENSG00000187556,19,13972877,13991571,7,1,65967,-1.1272,0.87016
ENSG00000132016,19,13993161,14017265,51,1,65967,-0.77115,0.77969
ENSG00000132024,19,14017014,14041692,9,2,65967,-0.28777,0.61324
ENSG00000132000,19,14042000,14064204,1,1,65967,0.87753,0.1901
ENSG00000171136,19,14138960,14141854,3,1,65967,-0.46219,0.67803
ENSG00000104998,19,14142560,14163743,4,1,65967,-0.17356,0.5689
ENSG00000072062,19,14202500,14228896,6,1,65967,-0.91625,0.82023
ENSG00000105011,19,14230321,14247768,19,1,65967,-1.4695,0.92916
ENSG00000072071,19,14260750,14316999,12,1,65967,-1.2245,0.88962
ENSG00000123146,19,14491313,14519537,2,1,65967,-1.2955,0.90242
ENSG00000123136,19,14519631,14530192,1,1,65967,0.17918,0.4289
ENSG00000123143,19,14543865,14582679,28,5,65967,-1.1493,0.87479
ENSG00000123159,19,14588572,14606944,12,2,65967,-0.072449,0.52888
ENSG00000132002,19,14625582,14640582,22,4,65967,0.96075,0.16834
ENSG00000099797,19,14627897,14676792,78,10,65967,2.3358,0.0097519
ENSG00000099795,19,14676890,14682874,1,1,65967,2.0579,0.0198
ENSG00000187912,19,14693896,14721969,57,7,65967,1.347,0.088993
ENSG00000131355,19,14729929,14800839,191,25,65967,-0.28361,0.61164
ENSG00000160961,19,14800613,14844558,131,16,65967,-0.28619,0.61264
ENSG00000268550,19,14834747,14835121,2,1,65967,0.5539,0.28982
ENSG00000127507,19,14843205,14889353,139,12,65967,-0.056764,0.52263
ENSG00000188269,19,14903302,14946188,98,15,65967,-0.076467,0.53048
ENSG00000127530,19,14909958,14911023,6,2,65967,-0.35529,0.63881
ENSG00000127515,19,14951760,14952689,5,2,65967,0.23406,0.40747
ENSG00000185385,19,14991138,14992264,8,2,65967,-1.1051,0.86545
ENSG00000127529,19,15052301,15053260,2,1,65967,0.82536,0.20458
ENSG00000105143,19,15060846,15133802,346,34,65967,1.3824,0.083421
ENSG00000160994,19,15121556,15134081,72,14,65967,2.8066,0.0025032
ENSG00000105141,19,15160195,15169104,32,5,65967,0.61977,0.26771
ENSG00000094661,19,15197791,15199032,9,2,65967,-2.4519,0.99289
ENSG00000105137,19,15218214,15225799,9,1,65967,-0.84909,0.80208
ENSG00000105135,19,15225795,15236596,20,4,65967,-0.4099,0.65906
ENSG00000074181,19,15270444,15311792,82,4,65967,1.5175,0.064575
ENSG00000105131,19,15337730,15344246,1,1,65967,-0.5267,0.7008
ENSG00000141867,19,15347647,15443356,49,3,65967,1.3516,0.088257
ENSG00000105127,19,15464196,15490609,17,1,65967,-0.70579,0.75984
ENSG00000011243,19,15490859,15529952,42,2,65967,-0.93964,0.8263
ENSG00000011451,19,15532319,15560762,6,1,65967,-1.6004,0.94524
ENSG00000105122,19,15562435,15575382,1,1,65967,-0.6808,0.752
ENSG00000161031,19,15579456,15609767,5,1,65967,-1.5111,0.93462
ENSG00000171954,19,15619304,15663128,16,2,65967,-0.25908,0.60221
ENSG00000186529,19,15751707,15773635,136,11,65967,-0.6906,0.75509
ENSG00000186204,19,15783567,15807984,129,7,65967,0.14278,0.44323
ENSG00000171942,19,15838834,15839862,5,2,65967,-0.32753,0.62837
ENSG00000171936,19,15852203,15853153,7,3,65967,-0.041198,0.51643
ENSG00000172519,19,15904761,15905892,11,4,65967,-0.18076,0.57172
ENSG00000186723,19,15917817,15918936,3,2,65967,0.24871,0.40179
ENSG00000186115,19,15988833,16008930,77,8,65967,0.75531,0.22503
ENSG00000171903,19,16023177,16045677,90,7,65967,0.047431,0.48108
ENSG00000176231,19,16059818,16060768,5,1,65967,1.7924,0.036532
ENSG00000167460,19,16177831,16213813,45,4,65967,1.1524,0.12458
ENSG00000167461,19,16222439,16245044,54,5,65967,-0.26069,0.60284
ENSG00000196684,19,16244838,16269386,36,7,65967,0.083924,0.46656
ENSG00000141977,19,16272179,16284336,32,3,65967,0.64817,0.25844
ENSG00000105058,19,16296191,16302857,12,3,65967,2.8173,0.0024217
ENSG00000072958,19,16308389,16346160,106,5,65967,0.28745,0.38688
ENSG00000127527,19,16466050,16582896,136,14,65967,-0.13984,0.55561
ENSG00000269058,19,16589868,16607003,48,3,65967,-0.73853,0.76991
ENSG00000141979,19,16589878,16739015,232,19,65967,-1.629,0.94835
ENSG00000105072,19,16607122,16632163,50,5,65967,-1.367,0.91419
ENSG00000085872,19,16628700,16653341,31,5,65967,-1.5489,0.93929
ENSG00000127526,19,16660642,16683193,24,6,65967,-1.4704,0.92928
ENSG00000105085,19,16685718,16739873,73,7,65967,-0.89045,0.81339
ENSG00000268790,19,16688453,16770926,126,15,65967,-1.2935,0.90209
ENSG00000214046,19,16741562,16771253,50,6,65967,-0.99644,0.84048
ENSG00000072954,19,16771938,16800840,57,7,65967,-1.0107,0.84391
ENSG00000188039,19,16830787,16928774,128,12,65967,0.025004,0.49003
ENSG00000127511,19,16940211,16991164,72,9,65967,-0.19351,0.57672
ENSG00000127533,19,16999671,17003417,5,2,65967,-0.28929,0.61382
ENSG00000160111,19,17003758,17137625,214,29,65967,0.41465,0.3392
ENSG00000131351,19,17160539,17186435,75,9,65967,2.1913,0.014216
ENSG00000099331,19,17186591,17325346,371,38,65967,0.64217,0.26038
ENSG00000053501,19,17326155,17330638,4,2,65967,0.44897,0.32673
ENSG00000099330,19,17337013,17340028,16,3,65967,1.5068,0.065935
ENSG00000160113,19,17342692,17356749,13,6,65967,0.53268,0.29713
ENSG00000269095,19,17346749,17366257,31,6,65967,1.2012,0.11483
ENSG00000130307,19,17359985,17393595,85,11,65967,0.54613,0.29249
ENSG00000105393,19,17378159,17392058,38,6,65967,0.31404,0.37674
ENSG00000269307,19,17378227,17393775,46,7,65967,0.30634,0.37967
ENSG00000160117,19,17392454,17398455,30,4,65967,-0.097865,0.53898
ENSG00000127220,19,17402940,17421045,51,8,65967,-0.93261,0.82449
ENSG00000130312,19,17403418,17417652,39,7,65967,-0.87165,0.8083
ENSG00000130311,19,17420327,17434110,45,7,65967,-0.77787,0.78168
ENSG00000074855,19,17434032,17445638,23,5,65967,-0.36172,0.64122
ENSG00000130299,19,17445729,17453544,24,4,65967,-0.86359,0.80609
ENSG00000130300,19,17462257,17488159,15,4,65967,0.53337,0.29689
ENSG00000130303,19,17513748,17516457,4,2,65967,-0.79632,0.78708
ENSG00000141971,19,17516531,17544533,10,1,65967,-1.0709,0.85788
ENSG00000188051,19,17546318,17559376,14,2,65967,-0.94528,0.82774
ENSG00000269035,19,17547420,17571613,27,3,65967,-0.78399,0.78348
ENSG00000171773,19,17566234,17571763,8,2,65967,-0.67237,0.74932
ENSG00000130304,19,17579578,17616977,40,3,65967,-0.33463,0.63105
ENSG00000130313,19,17622438,17632097,16,2,65967,0.42919,0.33389
ENSG00000167483,19,17634110,17664648,17,4,65967,0.074414,0.47034
ENSG00000130309,19,17666403,17693971,27,5,65967,-0.092503,0.53685
ENSG00000130477,19,17712137,17799401,87,21,65967,0.70687,0.23982
ENSG00000130479,19,17830051,17845325,50,6,65967,1.045,0.14802
ENSG00000130475,19,17858527,17899377,107,13,65967,-0.21491,0.58508
ENSG00000179913,19,17905637,17923891,24,6,65967,1.9512,0.025517
ENSG00000105639,19,17935589,17958880,13,2,65967,0.79631,0.21292
ENSG00000105640,19,17970685,17974962,4,1,65967,-1.277,0.8992
ENSG00000105641,19,17982782,18005983,25,2,65967,1.6445,0.050037
ENSG00000105642,19,18062102,18110889,55,8,65967,0.10667,0.45752
ENSG00000105643,19,18111941,18124911,20,4,65967,0.60733,0.27181
ENSG00000096996,19,18169805,18209754,98,9,65967,0.24004,0.40515
ENSG00000099308,19,18208603,18262502,135,10,65967,-1.0973,0.86374
ENSG00000105647,19,18263928,18281350,23,4,65967,-0.45197,0.67436
ENSG00000268173,19,18263968,18288927,40,6,65967,-0.18896,0.57494
ENSG00000216490,19,18283972,18288927,10,2,65967,0.25124,0.40082
ENSG00000254858,19,18303992,18307758,11,3,65967,0.16142,0.43588
ENSG00000105649,19,18307594,18314884,10,2,65967,-0.11981,0.54768
ENSG00000105650,19,18318771,18366229,104,11,65967,0.12481,0.45034
ENSG00000130518,19,18367908,18385319,72,7,65967,0.28683,0.38712
ENSG00000130522,19,18390563,18392432,2,1,65967,-0.16518,0.5656
ENSG00000130520,19,18417040,18434084,26,4,65967,-1.4139,0.92131
ENSG00000130517,19,18451397,18480760,43,6,65967,-0.44098,0.67038
ENSG00000130513,19,18485541,18499986,31,5,65967,-0.58445,0.72054
ENSG00000175489,19,18501954,18508427,13,2,65967,-0.63827,0.73835
ENSG00000130511,19,18529674,18545372,13,2,65967,1.8709,0.030681
ENSG00000105655,19,18545198,18549111,6,1,65967,1.8919,0.029254
ENSG00000105656,19,18553473,18632937,141,6,65967,1.8064,0.035431
ENSG00000105701,19,18642561,18654887,2,1,65967,-0.63089,0.73594
ENSG00000105700,19,18668572,18680197,16,1,65967,-0.14522,0.55773
ENSG00000221983,19,18682540,18688360,8,1,65967,-0.30483,0.61975
ENSG00000006016,19,18683030,18718551,73,8,65967,-0.19069,0.57561
ENSG00000006015,19,18699495,18703146,9,2,65967,-0.39987,0.65537
ENSG00000105696,19,18718240,18731849,29,5,65967,-0.41379,0.66048
ENSG00000167487,19,18747775,18781309,76,11,65967,1.3031,0.096278
ENSG00000105662,19,18794487,18893004,171,17,65967,1.368,0.085659
ENSG00000105664,19,18893583,18902123,6,2,65967,1.5904,0.055874
ENSG00000005007,19,18942747,18979045,50,9,65967,-0.82432,0.79512
ENSG00000130283,19,18979361,19006905,31,7,65967,-0.015578,0.50621
ENSG00000223802,19,18979361,19007536,31,7,65967,-0.015578,0.50621
ENSG00000105669,19,19010323,19030206,17,3,65967,-0.94294,0.82714
ENSG00000268193,19,19017822,19045206,10,2,65967,-1.0156,0.84508
ENSG00000064607,19,19101697,19144832,57,4,65967,-0.0031659,0.50126
ENSG00000105676,19,19144384,19170563,40,4,65967,0.445,0.32816
ENSG00000181035,19,19174808,19223697,61,7,65967,0.42249,0.33633
ENSG00000064545,19,19229978,19249322,37,6,65967,0.084114,0.46648
ENSG00000064489,19,19256376,19302967,157,11,65967,-1.4654,0.92859
ENSG00000213999,19,19256377,19303400,158,11,65967,-1.4549,0.92715
ENSG00000254901,19,19287712,19303400,47,7,65967,-1.7781,0.96231
ENSG00000064490,19,19303008,19312678,14,3,65967,0.60808,0.27157
ENSG00000130287,19,19322782,19363042,60,7,65967,1.636,0.050917
ENSG00000187664,19,19366450,19373605,13,1,65967,2.772,0.0027861
ENSG00000213996,19,19375173,19384200,17,3,65967,3.7925,7.4561e-05
ENSG00000105705,19,19386827,19431653,74,7,65967,4.2646,1.0012e-05
ENSG00000129933,19,19431490,19469563,56,5,65967,4.4186,4.9667e-06
ENSG00000167491,19,19496635,19619740,137,8,65967,4.795,8.1341e-07
ENSG00000178093,19,19623227,19626838,4,1,65967,3.4374,0.00029371
ENSG00000186010,19,19626545,19644285,30,3,65967,3.4234,0.00030927
ENSG00000258674,19,19627036,19646885,31,3,65967,3.5327,0.00020565
ENSG00000250067,19,19627036,19648390,33,3,65967,3.5911,0.00016464
ENSG00000160161,19,19649057,19657468,17,2,65967,2.8742,0.002025
ENSG00000105717,19,19672522,19729725,67,8,65967,4.0308,2.7799e-05
ENSG00000064547,19,19734477,19739739,4,1,65967,2.459,0.0069653
ENSG00000089639,19,19740285,19754476,15,4,65967,4.5222,3.0597e-06
ENSG00000105726,19,19756007,19774502,31,5,65967,3.1711,0.00075926
ENSG00000181896,19,19779605,19794318,18,5,65967,3.4472,0.00028317
ENSG00000105708,19,19821280,19843906,45,7,65967,-0.68192,0.75235
ENSG00000081665,19,19896648,19932560,54,5,65967,0.4675,0.32007
ENSG00000256771,19,19976695,20005483,47,6,65967,-0.07081,0.52823
ENSG00000184635,19,20011722,20046384,65,9,65967,0.86283,0.19411
ENSG00000197124,19,20107867,20150315,99,7,65967,0.11231,0.45529
ENSG00000213988,19,20188803,20237885,67,8,65967,0.26698,0.39474
ENSG00000256229,19,20278037,20311299,85,4,65967,0.20353,0.41936
ENSG00000237440,19,20718631,20748615,123,12,65967,1.8206,0.034334
ENSG00000188171,19,20802867,20844402,186,13,65967,0.46169,0.32215
ENSG00000160229,19,20959110,20991922,237,12,65967,-0.54236,0.70621
ENSG00000105750,19,21106028,21133503,133,7,65967,-1.0701,0.85771
ENSG00000118620,19,21203426,21242856,67,4,65967,1.0209,0.15365
ENSG00000160352,19,21264965,21308073,118,7,65967,0.7713,0.22026
ENSG00000196705,19,21324827,21373034,62,6,65967,1.6815,0.046333
ENSG00000182141,19,21473962,21512227,85,7,65967,1.7851,0.037125
ENSG00000172687,19,21541732,21562104,89,4,65967,1.779,0.037617
ENSG00000196268,19,21579921,21610375,87,7,65967,1.7003,0.04454
ENSG00000269237,19,21587961,21674068,194,10,65967,2.1906,0.01424
ENSG00000197013,19,21679484,21739072,143,6,65967,1.9034,0.028496
ENSG00000197020,19,21905568,21950430,167,11,65967,2.3592,0.0091568
ENSG00000198521,19,21987752,22034927,96,11,65967,-0.54389,0.70674
